Jon Busch,アメリカ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/26827-1495717338.jpg?lm=1,https://www.transfermarkt.jp/jon-busch/profil/spieler/26827
Jay DeMerit,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/15926-1585507621.jpg?lm=1,https://www.transfermarkt.jp/jay-demerit/profil/spieler/15926
Clarence Goodson,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/39467-1606065676.jpg?lm=1,https://www.transfermarkt.jp/clarence-goodson/profil/spieler/39467
Brad Evans,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/59460-1520963835.JPG?lm=1,https://www.transfermarkt.jp/brad-evans/profil/spieler/59460
Heath Pearce,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/37432-1606065146.jpg?lm=1,https://www.transfermarkt.jp/heath-pearce/profil/spieler/37432
Jonathan Bornstein,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/39454-1645958217.jpg?lm=1,https://www.transfermarkt.jp/jonathan-bornstein/profil/spieler/39454
Marvell Wynne,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/39393-1606064816.jpg?lm=1,https://www.transfermarkt.jp/marvell-wynne/profil/spieler/39393
Davy Arnaud,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/26824-1589276173.jpg?lm=1,https://www.transfermarkt.jp/davy-arnaud/profil/spieler/26824
Sam Cronin,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/99689-1521281158.jpg?lm=1,https://www.transfermarkt.jp/sam-cronin/profil/spieler/99689
Santino Quaranta,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39433-1599840381.jpg?lm=1,https://www.transfermarkt.jp/santino-quaranta/profil/spieler/39433
Jay Heaps,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39890-1591393185.jpg?lm=1,https://www.transfermarkt.jp/jay-heaps/profil/spieler/39890
Colin Clark,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39351-1566975209.png?lm=1,https://www.transfermarkt.jp/colin-clark/profil/spieler/39351
Brad Davis,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39842-1464161953.jpg?lm=1,https://www.transfermarkt.jp/brad-davis/profil/spieler/39842
Eddie Gaven,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/30597-1589276007.jpg?lm=1,https://www.transfermarkt.jp/eddie-gaven/profil/spieler/30597
Jeff Cunningham,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/15415-1586203998.jpg?lm=1,https://www.transfermarkt.jp/jeff-cunningham/profil/spieler/15415
Conor Casey,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/107-1607287499.jpg?lm=1,https://www.transfermarkt.jp/conor-casey/profil/spieler/107
Brian Ching,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/26227-1591807978.jpg?lm=1,https://www.transfermarkt.jp/brian-ching/profil/spieler/26227
Robbie Findley,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/27167-1589276629.jpg?lm=1,https://www.transfermarkt.jp/robbie-findley/profil/spieler/27167
Esteban Díaz,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/esteban-diaz/profil/spieler/60359
Sander Boschker,オランダ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/s_4582_317_2012_2.jpg?lm=1,https://www.transfermarkt.jp/sander-boschker/profil/spieler/4582
Orlando Engelaar,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_4451_383_2012_1.jpg?lm=1,https://www.transfermarkt.jp/orlando-engelaar/profil/spieler/4451
Demy de Zeeuw,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_19087_58_2012_1.jpg?lm=1,https://www.transfermarkt.jp/demy-de-zeeuw/profil/spieler/19087
Philemon McCarthy,ガーナ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/37707-1611345377.jpg?lm=1,https://www.transfermarkt.jp/philemon-mccarthy/profil/spieler/37707
William Amamoo,ガーナ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/william-amamoo/profil/spieler/104357
Illiasu Shilla,ガーナ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/illiasu-shilla/profil/spieler/39953
Eric Addo,ガーナ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/eric-addo/profil/spieler/4336
Ofosu Appiah,ガーナ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/149733-1583744662.jpg?lm=1,https://www.transfermarkt.jp/ofosu-appiah/profil/spieler/149733
Karim Alhassan,ガーナ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_184902_22978_2010_1.jpg?lm=1,https://www.transfermarkt.jp/karim-alhassan/profil/spieler/184902
Joshua Otoo,ガーナ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/joshua-otoo/profil/spieler/270072
Ibrahim Ayew,ガーナ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_108104_204_2012_1.jpg?lm=1,https://www.transfermarkt.jp/ibrahim-ayew/profil/spieler/108104
Emmanuel Ansong,ガーナ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/emmanuel-ansong/profil/spieler/170742
Jordan Opoku,ガーナ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_18796_35137_2012_1.jpg?lm=1,https://www.transfermarkt.jp/jordan-opoku/profil/spieler/18796
Frank Boateng,ガーナ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/frank-boateng/profil/spieler/247033
Opoku Agyemang,ガーナ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/117318-1665262317.png?lm=1,https://www.transfermarkt.jp/opoku-agyemang/profil/spieler/117318
Matthew Amoah,ガーナ,フォワード,https://img.a.transfermarkt.technology/portrait/small/4429-1589538461.jpg?lm=1,https://www.transfermarkt.jp/matthew-amoah/profil/spieler/4429
Samad Oppong,ガーナ,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/samad-oppong/profil/spieler/286253
Francis Akwaffo-Boateng,ガーナ,フォワード,https://img.a.transfermarkt.technology/portrait/small/s_119608_3963_2012_1.jpg?lm=1,https://www.transfermarkt.jp/francis-akwaffo-boateng/profil/spieler/119608
Francis Coffie,ガーナ,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/francis-coffie/profil/spieler/113141
Obed Owusu,ガーナ,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/obed-owusu/profil/spieler/186852
Kofi Nti Boakye,ガーナ,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/kofi-nti-boakye/profil/spieler/184771
Dusan Kuciak,スロバキア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/31886-1669215123.png?lm=1,https://www.transfermarkt.jp/dusan-kuciak/profil/spieler/31886
Peter Petras,スロバキア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/34430-1581914485.png?lm=1,https://www.transfermarkt.jp/peter-petras/profil/spieler/34430
Csaba Horvath,スロバキア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_21028_6112_2013_09_10_1.jpg?lm=1,https://www.transfermarkt.jp/csaba-horvath/profil/spieler/21028
Kamil Kopunek,スロバキア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_40058_332_2011_1.jpg?lm=1,https://www.transfermarkt.jp/kamil-kopunek/profil/spieler/40058
Boris Sagredo,チリ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/boris-sagredo/profil/spieler/63397
Ronald González,チリ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/ronald-gonzalez/profil/spieler/146546
Robert Enke,ドイツ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/2995-1452519853.jpg?lm=1,https://www.transfermarkt.jp/robert-enke/profil/spieler/2995
Diego Barreto,パラグアイ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/s_55858_1214_2012_1.jpg?lm=1,https://www.transfermarkt.jp/diego-barreto/profil/spieler/55858
Víctor Centurión,パラグアイ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/victor-centurion/profil/spieler/73615
Bernardo Medina,パラグアイ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/s_73631_9875_2012_1.jpg?lm=1,https://www.transfermarkt.jp/bernardo-medina/profil/spieler/73631
Francisco Silva,パラグアイ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/francisco-silva/profil/spieler/122547
César Benítez,パラグアイ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/cesar-benitez/profil/spieler/127812
Gustavo Mencia,パラグアイ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_139438_9875_2012_1.jpg?lm=1,https://www.transfermarkt.jp/gustavo-mencia/profil/spieler/139438
Luis Cabral,パラグアイ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/luis-cabral/profil/spieler/183033
Elvis Marecos,パラグアイ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/elvis-marecos/profil/spieler/102145
Marcos Pereira,パラグアイ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/marcos-pereira/profil/spieler/181142
Carlos Bonet,パラグアイ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_38783_9875_2012_1.jpg?lm=1,https://www.transfermarkt.jp/carlos-bonet/profil/spieler/38783
Jorge Moreira,パラグアイ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/139439-1583953937.JPG?lm=1,https://www.transfermarkt.jp/jorge-moreira/profil/spieler/139439
Osvaldo Hobecker,パラグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/osvaldo-hobecker/profil/spieler/107323
Osmar Molinas,パラグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/osmar-molinas/profil/spieler/82803
Édgar Barreto,パラグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/16120-1448965155.jpg?lm=1,https://www.transfermarkt.jp/edgar-barreto/profil/spieler/16120
Marcos Riveros,パラグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/marcos-riveros/profil/spieler/100252
Marcos Melgarejo,パラグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_100248_9875_2012_1.jpg?lm=1,https://www.transfermarkt.jp/marcos-melgarejo/profil/spieler/100248
Juan Iturbe,パラグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/81455-1456821893.jpg?lm=1,https://www.transfermarkt.jp/juan-iturbe/profil/spieler/81455
José Núñez,パラグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/s_139440_331_2013_10_17_1.jpg?lm=1,https://www.transfermarkt.jp/jose-nunez/profil/spieler/139440
Guillermo Beltrán,パラグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/guillermo-beltran/profil/spieler/100242
Pablo Velázquez,パラグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/84282-1452004037.jpg?lm=1,https://www.transfermarkt.jp/pablo-velazquez/profil/spieler/84282
Kazuya Yamamura,日本,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/103314-1625175711.jpg?lm=1,https://www.transfermarkt.jp/kazuya-yamamura/profil/spieler/103314
Yuto Nagatomo,日本,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/79522-1572951921.jpg?lm=1,https://www.transfermarkt.jp/yuto-nagatomo/profil/spieler/79522
Yuki Abe,日本,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/27765-1636889352.jpg?lm=1,https://www.transfermarkt.jp/yuki-abe/profil/spieler/27765
Young-kwang Kim,韓国,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/27408-1585248397.jpg?lm=1,https://www.transfermarkt.jp/young-kwang-kim/profil/spieler/27408
Sun-tae Kwon,韓国,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/92496-1523622102.jpg?lm=1,https://www.transfermarkt.jp/sun-tae-kwon/profil/spieler/92496
Hyung-il Kim,韓国,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/90789-1488975176.jpg?lm=1,https://www.transfermarkt.jp/hyung-il-kim/profil/spieler/90789
Chi-gon Kim,韓国,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_89454_3535_2013_03_21_1.jpg?lm=1,https://www.transfermarkt.jp/chi-gon-kim/profil/spieler/89454
Min-soo Kang,韓国,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/81791-1582742564.jpg?lm=1,https://www.transfermarkt.jp/min-soo-kang/profil/spieler/81791
Yong-hyung Cho,韓国,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/yong-hyung-cho/profil/spieler/86723
Jae-sung Lee,韓国,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/114871-1583178082.JPG?lm=1,https://www.transfermarkt.jp/jae-sung-lee/profil/spieler/114871
Chang-soo Kim,韓国,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/81792-1585245789.jpg?lm=1,https://www.transfermarkt.jp/chang-soo-kim/profil/spieler/81792
Beom-seok Oh,韓国,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/67672-1615485290.jpg?lm=1,https://www.transfermarkt.jp/beom-seok-oh/profil/spieler/67672
Won-hee Cho,韓国,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/35185-1628696403.jpg?lm=1,https://www.transfermarkt.jp/won-hee-cho/profil/spieler/35185
Hyeon-beom Park,韓国,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_91337_3301_2013_03_22_1.jpg?lm=1,https://www.transfermarkt.jp/hyeon-beom-park/profil/spieler/91337
Jung-woo Kim,韓国,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_27402_6502_2013_03_23_1.jpg?lm=1,https://www.transfermarkt.jp/jung-woo-kim/profil/spieler/27402
Do-heon Kim,韓国,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/27397-1561196066.jpg?lm=1,https://www.transfermarkt.jp/do-heon-kim/profil/spieler/27397
Tae-uk Choi,韓国,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/tae-uk-choi/profil/spieler/14544
Ki-hun Yeom,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/92093-1588755317.jpg?lm=1,https://www.transfermarkt.jp/ki-hun-yeom/profil/spieler/92093
Ki-jong Bae,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/50103-1589999324.JPG?lm=1,https://www.transfermarkt.jp/ki-jong-bae/profil/spieler/50103
Ki-hyeon Seol,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/9606-1618582483.jpg?lm=1,https://www.transfermarkt.jp/ki-hyeon-seol/profil/spieler/9606
Seung-hyun Lee,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,https://www.transfermarkt.jp/seung-hyun-lee/profil/spieler/126584
Hee-do Park,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/s_180775_6502_2013_03_23_1.jpg?lm=1,https://www.transfermarkt.jp/hee-do-park/profil/spieler/180775
Jung-hwan Ahn,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/3489-1529325746.jpg?lm=1,https://www.transfermarkt.jp/jung-hwan-ahn/profil/spieler/3489
Dong-hyen Yang,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/92103-1589997474.jpg?lm=1,https://www.transfermarkt.jp/dong-hyen-yang/profil/spieler/92103
Byung-jun No,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/s_39389_311_2013_03_21_1.jpg?lm=1,https://www.transfermarkt.jp/byung-jun-no/profil/spieler/39389
Dong-chan Kim,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/99448-1589996506.JPG?lm=1,https://www.transfermarkt.jp/dong-chan-kim/profil/spieler/99448
Dong-gook Lee,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/688-1581601203.jpg?lm=1,https://www.transfermarkt.jp/dong-gook-lee/profil/spieler/688
Seong-hun Jeong,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/s_89451_6499_2013_03_28_1.jpg?lm=1,https://www.transfermarkt.jp/seong-hun-jeong/profil/spieler/89451
Tae-goon Ha,韓国,フォワード,https://img.a.transfermarkt.technology/portrait/small/50109-1633439809.png?lm=1,https://www.transfermarkt.jp/tae-goon-ha/profil/spieler/50109
